text,label
"אדוני ה נשיא , עמדתך נגד הסתה ו בעד חופש ה ביטוי במקום היא ב שעה נכונה ב היא ה עם זקוק ל ה כיוון ו דרך ש אינה ברורה מאל היא עקב ה ניסיון ה מר של ה ממשלה ה מכהנת . אך , לצערי , נפלת ב ה פח ו מקווה ש ב ה טעות . סיימת דברייך עם ברכה ל ה זוג , ש היא למעשה ברכה ל התבוללות ו קריצה ל התאסלמות . כפי ש אינך יוצא ו מברך כל זוג יהודי ש מתחתן , לא היית צריך לברך זוג זה . אמרת את דעתך ה מכובדת , ו ב ה זאת עשית תפקידך ל מופת .. ו אין ב מקרה זה כל ה מרבה הרי זה משובח .. אלא להיפך .",0
מלאך אמיתי .. כמה נורא ..,1
שבת שלום מ בית ריבלין .. גם מירושלייםם,1
ושתויה,1
בשמוק,1
מתפללים ו מקווים ל שלום ו אחדות,1
כל ה כבוד כבוד ה נשיא על דבריך ה אמיצים .. גאה להיות ישראלי !,1
ש בת שלום ל אתה ו ל משפחתך.ואם הייתי מצביעה בייתי בוחרת ב אתה .,1
הומו,1
המיזדיינים,1
"רבלין , מה ה קשר של את ל ה אמונה ה יהודית ש אתה בעד התבוללות , אתה ו ראש ו בנימין נתניהו נגד ה תורה ו ה יהדות , לא מכירים ב ה הנהגה של אתם , אתם לא מייצגים שום דבר יהודי .",0
"לא סתם בחרו ב אתה , איש יקר !!",1
מתוקות אמיתיות . ש כנות של אני,1
אתה את אנחנו גמרת,0
תודה ל אתה כבוד נשיא ה מדינה,1
כמו ש אני תמיד אומר ו יחזור את ה מילה ערבי תפסיקו להגיד יש ל אנחנו בעיה עם ה פלסטינים לעומת זאת עם רוב מוחץ של ערביי ישראל אין ל אנחנו בכלל בעיה ו רק אהבה ו דו קיום יפה מעבר ל כך יש מלא זוגות ש גדלו ביחד ב ה צפון ו ב יפו ו ב רמלה ו התחתנו לא יודע מי פה עשה את כל ה הסתה נגד ה זוג ה זה ו כל ה מתלהמים מה קו קלוס קלאן ה ישראלי תשקיעו ב מלחמה ב שיפור ה תנאי החיה את היא של כולנו מול ה שלטונות,0
"כבוד ה נשיא , תודה !",1
"ב הצלחה ב ה תפקיד ה רם ו ה נישא . אתה ראוי ל הוא בזכות אישיותך ו דרכך ה ישרה ו ה צנועה . המשך ב דרך זו ו יצג את אנחנו ב ה ארץ ו ב ה עולם ב ה תבונה , ב נחישות ו ב רגישות !",1
עלה ו ה צלח ו ייצג את מדינתנו ה יקרה ב כבוד .. סומכים על אתה ..,1
"שבת שלום ו ב הצלחה ב יום שלישי , ב בחירות ל נשיאות מי ייתן ו תנצח",1
מבין את אתה ב מה ש רושמים ו מקללים את ה נשיא למרות ש ה נושא מאוד רגיש אבל לא צריך להכליל את כולם כ מובטלים ו מ עשני גראס ..,0
פייגלה,1
איזה נשיא יש ל אנחנו !,1
שמחים בשביל אתה . ו תמשיך להיות שליח טוב ל כלל עם ישראל .,1
ל מרותהאומץ ש ל הם אנחנו כואבים ו מחבקים,1
ה תגובות של אנשים פה יותר טובות מסטאנד אפ .. אם לא הייתי יודע יותר טוב הייתי חושב ש לא התקדמנו ב 300 שנים ה אחרונות,0
רובי ב הצלחה איש יקר ו יאללה בית ר,1
כבוד ה נשיא אתה מוצא חן ב עיני כל ה מיעוטים ישר כוח,1
ש יהיה ב הצלחה רק ש לא ישימו ל אנחנו איזה קשישה,1
"שניה אני גם אשלח ל הם צ ק עם ברכה לבבית של מזל טוב , ש בנותיך התחתנו עם ערבים ו נראה את אתה שמח ב שמחתן !!",0
המפגרים,1
אכן תשאר נאמן ל דרכך בלי פולישטיקים ש יש ב ה כנסת ה מלוכלכת ה זו .,1
ב שעה קשה כ ה זו .. ה עם חייב מנהיג מרגיע .. ש ידבר מ ה ראש את מה ש מרגיש ב בטן .. ו אתה חייב להיות כ כ ה זה ..,0
"רובי ה יקר נשיא ה מדינה , אני מאוד אוהב ו מעריך את אתה , אך זכור ש כל ערביי ישראל ב יום ה דין יצטרפו ל כל אויבינו מסביב לעזור ל הם ב מלחמתם ה ישמור את אנחנו .",0
ב הצלחה רבה מ כל ה לב .,1
צודק זו זכותה ה מלאה אפילו ש אני לא הייתי רוצה ש זה יקרה ב ביתי אבל זו !! זכותה ה מלאה .,1
בושה של נשיא !,0
"ש תרווה הרבה נחת ממנו ו מ שאר ה נכדים , ו ש יתנו ל אתה הרבה כח להמשיך ו להצליח ב ה ימים ה קשים ה אלו .",1
ידעתי ש תנצח !!,1
"ברכותי ל אתה כבוד ה נשיא , בהחלט ה ראוי ביותר ל ה תפקיד .",1
"שלום ל אתה אדוני ה נשיא ו מאחלת ל אתה את כל ה טוב ש ב ה עולם ו בריאות טובה ו זיקנה יפה , .. תמהה אני לגבי איחולי מזל טוב ל מתבוללת מיפו . , האם היא צריכה לקבל ברכה מ ה נשיא ל ה בחורה ש עוברת על ה הלכה , כ ה ידוע ה הלכה ה ינה מעל ה חוק , ו כבוד ה נשיא נותן ל גטמציה ו ברכה ל אנשין ש עוברים על ה חוק",0
"צודק אבל ב כל זאת לא סובלת את מכבי תל אביב , ו קיווה את היא ש ה ירוקים ינצחו השנה !!",0
"כ יהודי ה מטיף ב דרכך ל התבוללות , אל ל את להטיף ל אנחנו יהדות . אתה פסול .",0
כל ה כבוד ל ה נשיא . ה סובלנות ו ה כבוד ל כלל אזרחי ישראל חייבת להיות כל ה זמן,1
"ב הצלחה , סוף סוף נשיא חייכן ו מאיר פנים",1
אחלה,1
מה ל אתה דיבורים על ה לכות ש מיטה ? קודם תתחזק ב הלכות נגד התבוללות ו נישואי תערובת .,0
כבוד ה נשיא רובי אני האמנתי ש רק אתה ה ראוי ביותר ו כך היה ב ה רוך ה שם ש יש ל אנחנו נשיא חדש עם לב גדול !!,1
גאוה אמיתית ב הצלחה ב המשך דרכך כייף לשמוע שביתך ו נכדך גרים ב ה ישוב כבוד,1
"על אנחנו להחזיר ל מערכת ה חינוך את לימודי מורשת ישראל . לא ייתכן ש כמה עיתונאים הזויים ינסו לעצב את דעת ה ציבור . לא ייתכן ש כאשר דן ש ילון שואל שאלה כל כך טיפשית על נישואי תערובת , לא יקום אפילו אדם אחד ו יסביר או ישאל את ה שאלה האם זו בושה להיות יהודי ? האם זו בושה לרצות לשמר את ה זהות של אני ? נישואי תערובת של בחורה ש מתאסלמת מקובלים על ה שמאל , ו אילו אחד ה שואף לשמור ו לשמר את זהותו ה יהודית נחשב לחשוך . אדוני ה נשיא אני מבקשת מן אתה תשובה ל שאלה פשוטה אם אתה בעד נישואי תערובת , הרי הנך נותן יד ל התאסלמות ה עם ה יהודי , אז למה ש לא ניתן מ ה יום את ה מפתחות ל ה עם ה מוסלמי ב ישראל ו נחזור ל אירופה , ל שואה ?",0
נשיא יקר אין ספק ש תצליח ו תמלא את תפקידך ב יושר תבורך !!,1
גם ל אתם משפחת ריבלין ה יקרה ל נכדים ו ל נכדות חופשת קיץ נעימה מהנה שקטה ו רגועה,1
"ב ה משנה , ב מסכת סנהדרין ד , ה נאמר לפיכך נברא אדם יחידי ב ה עולם , ללמד ש כל ה מאבד נפש אחת , מעלים על הוא כאילו איבד עולם מלא ו כל ה מקיים נפש אחת , מעלים על הוא כאילו קיים עולם מלא 1 . זהו ה נוסח ב כתב יד קאופמן ו ב כתב יד פרמה של ה משנה ו גם ב גרסאות דפוס של ה תלמוד ה ירושלמי מצוטטת ה משנה ב נוסח זה 2 , אך ב גרסאות דפוס של ה תלמוד ה בבלי 3 נוספת ה מילה מישראל , ו מתקבל ה נוסח כל ה מאבד נפש אחת מישראל , מעלים על הוא כאילו איבד עולם מלא ו כל ה מקיים נפש אחת מ ישראל , מעלים על הוא כאילו קיים עולם מלא . ה רמב ם , ב ספרו שינה את היא תורה ה לכות סנהדרין פרק יב 4 , נותן נוסח ש ב הוא נעדרת ה מילה מישראל .",0
"צריך פשוט להבדיל בין גזענות ו הסתה ל אלימות ש ל זה אין מקום כלל , ו בין מעשה ש פוגע ב אנחנו כ עם יהודי , נטו פגיעה ב ה מסורת ש הביאה את אנחנו להיות מה ש אנחנו ו מעשה כ ה זה ראוי לגנות . בדיוק כמו ש ל כל אדם יש יכולת למלא סביב הוא צלבי קרס , אך זה מעשה ש לא תואם את ה מוסר .. יש מעשים ש הם בגדר מותרים חוקית אך מוסרית אין ל הם מקום , ו על זה ה כאב ה מובן של כל אחד ש מתקומם כנגד זה , רק אלימות ו הסתה זה משהו ש ללא קשר אינו שייך כלל ל עצם ה יותנו יהודים .",0
מזל טוב על בחירתך מועמד ראוי,1
ה פוך ב רכות אלוהים,1
איזה כאב לב ה ינקום דמו !!,1
איש יקר תרתי משמע .,1
"היה פעם רמטכל ב ישראל ש שמו היה רפול , ב אחד ה לילות ש עמד מול אנחנו לפני יציאה ל ה פעולה אמר צריך לקחת את כל ה ערבים להעמיס את הם על משאיות ו להעביר את הם מעבר ל ירדן . אמרו ל הוא רפול יש גם ערבים טובים , חשב שניה ו אז ענה את הם נשים ב קבינה של ה משאית . ה מסקנה ה עיקרית מ דבריו היו ש אין לסמוך על ערבים באשר הם מאחר ו הם רוצים רק את חיסולנו . נקודה ל מחשבה",0
יפה ש יש ערבים ש מכבדים את אתה כבוד ה נשיא חבל ש לא ראינו אותם ב הפגנות ל טובת ישראל !! ו לא מעט ערבים שיתפו ו משתפים פעולה נגד מדינת ישראל רק את זה אסור ל ישכוח !! ו אני אומר כאן ה כל ב עדינות !!,0
אורי אתה סתם יללן .. תפרגן ו זהו אין על נשיא ה מדינה של אנחנו ישר כח אוהבים את אתה רובי ריבלין ו יאלה ביתרר ..,1
אדוני ה נשיא ! רובי ריבלין ה נכבד אנחנו אוהבים את אתה כפי ש אתה חזק ו אמץ יישר כוח !,1
ש בת שלום רובי כבוד ה נשיא ה בא של ישראל,1
איש מיוחד מאוד עלה ו ה צלח !!,1
כל ה כבוד כבוד ה נשיא !! מילים כ ה דורבנות,1
כל ה כבוד כבוד ה נשיא אבל עם כל ה כבוד זה לא רק ב מגרשי ה כדורגל שר ה חוץ אביגדור ליברמן קרא להחרים את ערביי ישראל ש יצאו נגד ה מלחמה ח כ איילת שקד ה עלילה ש ערביי יפו ש רפו בית קברות יהודי . ה גזענות ו ה הסתה מתחילים מ למעלה .,0
"שבת שלום , מאחלת ל כולנו ש תהיה נשיא צנוע ו תחזיר את ה מוסד ל היות מיצג ה עם גם ב כל ה קשור ל נראות ש אינה נמכרת עינים ב ה תקופה ב היא ל חלק מ ה אנשים אין בית , מזון ו תרופות . אני מוכנה לסייע ל אתה ב כל פרויקט חברתי ש בת שלום אהבתי",1
"חג שמח ל כולנו , ב אהבה .",1
שבת שלום ל נשיא ב שורות טובות אם הרבה אמונה ב ה לב,1
"ה נשיא ראובן ריבלין , אתה איש יקר ש מוותר אפילו על ה התנהגות ה ממסדית כאשר החזקתה ו ל יוויתה את ארונו של דניאל ז ל , לא היה נשיא כמו אתה ו גם לא יהיה .",1
